video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
3JHTOPi9TEY,UgxB6HjMDS-JatTz4EV4AaABAg,@josinaldosilva2134,https://www.youtube.com/watch?v=3JHTOPi9TEY&lc=UgxB6HjMDS-JatTz4EV4AaABAg,2024-05-09T00:17:07Z,1,0,0,"&quot;Evangelismo é isso, é um pedinte, um mendigo contando a outro faminto onde e como encontrou pão.&quot; O Senhor Jesus é o Pão da Vida; Ele mesmo o disse: &quot;Declarou-lhes, pois, Jesus: Eu sou o pão da vida; o que vem a mim jamais terá fome; e o que crê em mim jamais terá sede&quot; (Jo. 6 35).",YouTube,NEUTRAL,0,UCKEM87jzVqdIfAdTr0xNBfA,3JHTOPi9TEY,"&quot;Evangelismo é isso, é um pedinte, um mendigo contando a outro faminto onde e como encontrou pão.&quot; O Senhor Jesus é o Pão da Vida; Ele mesmo o disse: &quot;Declarou-lhes, pois, Jesus: Eu sou o pão da vida; o que vem a mim jamais terá fome; e o que crê em mim jamais terá sede&quot; (Jo. 6 35).","""Evangelismo é isso, é um pedinte, um mendigo contando a outro faminto onde e como encontrou pão."" O Senhor Jesus é o Pão da Vida; Ele mesmo o disse: ""Declarou-lhes, pois, Jesus: Eu sou o pão da vida; o que vem a mim jamais terá fome; e o que crê em mim jamais terá sede"" (Jo. 6 35).",@josinaldosilva2134,https://yt3.ggpht.com/q7KhjphiHjOHsvzj1bGxAoEK-mqwjz3wmEXLKJHGnfaVUUW-ofB97qK6Kp-EZR9psSEMrywuqg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@josinaldosilva2134,{'value': 'UC5tDvVReJN-LT_Oxn3cB_Pg'},True,none,1,2024-05-09T00:17:07Z,2024-05-09T00:17:07Z
