video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,UgzSqoKRHjBIHQECtfh4AaABAg,@elianamarquesdesouza3746,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=UgzSqoKRHjBIHQECtfh4AaABAg,2024-05-13T00:46:26Z,0,0,0,"Pior e&#39; quem fica brigando pra defender ou criticar a cantora, enquanto perdem tempo em discutirem a mulher ja foi pra terrinha dela nadando em dinheiro, milhoes e milhoes e ta nem se lascando pra opiniao do povo. E enquanto isso o nosso povo passando perrengue pra sobreviver. Depois ficam reclamando do governo. Que ta tendo desemprego, corrupção ,e bla, bla blá-blá-blá.  Nao defendo e nem julgo a cantora. Esse e&#39; o ganha pão dela. Bom pelo menos e&#39; o que ela acredita seja. Kkkk. E foi assistir e gastar dinheiro a toa quem quis. Ela veio vender o peixe dela e por sinal bem caro . Comprou quem quis. E pior dizem ela nao gostou muito do nosso Brasil. Reclamou do calor e do povo barulhento. Eita que mesmo assim muita gente chorou ,gritou, e com certeza juntou dinheiro, faltou de emprego, e ate terminou casamento, namoro, dormiu em barraca, sem problema nenhum. Sabe a vida e&#39; feita de escolhas, e também de consequências.  Entao galera não percam tempo defendendo ou criticando , nao se prestem a essas gafes e intolerâncias e ignorâncias.  Nao ofendam se por questoea religiosas, politicas, gostos musicais. A vida e&#39; uma só.  Aproveitem ao lado de quem voces amem e valam a pena dar valor.Nosso país  sofre porque desde anos e decadss e séculos so valorizam o que vem de fora. Vamos pensar em nosso povo. Valorizar nossas culturas, A beleza do nosso Brasil. E unir nossas forcas, fé,  competencias, para o crescimento de nossa nação, Maddona ja ta de boa la na casa dela. Quem sabe ate dando boas risadas as custas de tanta polêmica ela conseguiu atear no coração e mente das pessoas. Mas nessa jogada só ela ganhou seus inumeráveis dólares. Vai terminar sua aposentadoria com vida de rainha às custas dos seus ilustres seguidores.  FAZER O QUE NÉ?",YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,"Pior e&#39; quem fica brigando pra defender ou criticar a cantora, enquanto perdem tempo em discutirem a mulher ja foi pra terrinha dela nadando em dinheiro, milhoes e milhoes e ta nem se lascando pra opiniao do povo. E enquanto isso o nosso povo passando perrengue pra sobreviver. Depois ficam reclamando do governo. Que ta tendo desemprego, corrupção ,e bla, bla blá-blá-blá.  Nao defendo e nem julgo a cantora. Esse e&#39; o ganha pão dela. Bom pelo menos e&#39; o que ela acredita seja. Kkkk. E foi assistir e gastar dinheiro a toa quem quis. Ela veio vender o peixe dela e por sinal bem caro . Comprou quem quis. E pior dizem ela nao gostou muito do nosso Brasil. Reclamou do calor e do povo barulhento. Eita que mesmo assim muita gente chorou ,gritou, e com certeza juntou dinheiro, faltou de emprego, e ate terminou casamento, namoro, dormiu em barraca, sem problema nenhum. Sabe a vida e&#39; feita de escolhas, e também de consequências.  Entao galera não percam tempo defendendo ou criticando , nao se prestem a essas gafes e intolerâncias e ignorâncias.  Nao ofendam se por questoea religiosas, politicas, gostos musicais. A vida e&#39; uma só.  Aproveitem ao lado de quem voces amem e valam a pena dar valor.Nosso país  sofre porque desde anos e decadss e séculos so valorizam o que vem de fora. Vamos pensar em nosso povo. Valorizar nossas culturas, A beleza do nosso Brasil. E unir nossas forcas, fé,  competencias, para o crescimento de nossa nação, Maddona ja ta de boa la na casa dela. Quem sabe ate dando boas risadas as custas de tanta polêmica ela conseguiu atear no coração e mente das pessoas. Mas nessa jogada só ela ganhou seus inumeráveis dólares. Vai terminar sua aposentadoria com vida de rainha às custas dos seus ilustres seguidores.  FAZER O QUE NÉ?","Pior e' quem fica brigando pra defender ou criticar a cantora, enquanto perdem tempo em discutirem a mulher ja foi pra terrinha dela nadando em dinheiro, milhoes e milhoes e ta nem se lascando pra opiniao do povo. E enquanto isso o nosso povo passando perrengue pra sobreviver. Depois ficam reclamando do governo. Que ta tendo desemprego, corrupção ,e bla, bla blá-blá-blá.  Nao defendo e nem julgo a cantora. Esse e' o ganha pão dela. Bom pelo menos e' o que ela acredita seja. Kkkk. E foi assistir e gastar dinheiro a toa quem quis. Ela veio vender o peixe dela e por sinal bem caro . Comprou quem quis. E pior dizem ela nao gostou muito do nosso Brasil. Reclamou do calor e do povo barulhento. Eita que mesmo assim muita gente chorou ,gritou, e com certeza juntou dinheiro, faltou de emprego, e ate terminou casamento, namoro, dormiu em barraca, sem problema nenhum. Sabe a vida e' feita de escolhas, e também de consequências.  Entao galera não percam tempo defendendo ou criticando , nao se prestem a essas gafes e intolerâncias e ignorâncias.  Nao ofendam se por questoea religiosas, politicas, gostos musicais. A vida e' uma só.  Aproveitem ao lado de quem voces amem e valam a pena dar valor.Nosso país  sofre porque desde anos e decadss e séculos so valorizam o que vem de fora. Vamos pensar em nosso povo. Valorizar nossas culturas, A beleza do nosso Brasil. E unir nossas forcas, fé,  competencias, para o crescimento de nossa nação, Maddona ja ta de boa la na casa dela. Quem sabe ate dando boas risadas as custas de tanta polêmica ela conseguiu atear no coração e mente das pessoas. Mas nessa jogada só ela ganhou seus inumeráveis dólares. Vai terminar sua aposentadoria com vida de rainha às custas dos seus ilustres seguidores.  FAZER O QUE NÉ?",@elianamarquesdesouza3746,https://yt3.ggpht.com/ytc/AIdro_kJzlXFUBl8uYTQK7MSH5OmAtPl_hl0BVDRm-iQYn0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@elianamarquesdesouza3746,{'value': 'UC3mCStd45Lu8t0-ZqYng-qQ'},True,none,0,2024-05-13T00:46:26Z,2024-05-13T00:46:26Z
