video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
7Tnpby7g-V8,Ugzg7LPtW9NjMlPxIrp4AaABAg,@telmaesperancabiral5809,https://www.youtube.com/watch?v=7Tnpby7g-V8&lc=Ugzg7LPtW9NjMlPxIrp4AaABAg,2024-05-06T01:28:40Z,0,0,0,"GOSTEI, O SENHOR ESTÁ CERTÍSSIMO, E &quot;ELES&quot; QUEREM É ISSO MESMO DESTRUIR NOSSA FÉ, O BRASIL, O BRASILEIRO PORQUÊ NÓS SOMOS MUITO RELIGIOSOS ACREDITAMOS EM &quot;DEUS NOSSO PAI JESUS CRISTO&quot; E EM &quot;NOSSA SENHORA MÃE DE DEUS&quot; A INTERCESSORA QUE NOS AJUDA NOS MOMENTOS MAIS DIFÍCEIS DE NOSSAS VIDAS TAMBÉM!! NÃO ADIANTA, &quot;ELES&quot; NÃO CONSEGUIRAM NADA COM ISSO!! ☝️☝️☝️🙏🙏🙏",YouTube,NEUTRAL,0,UCJXIJV3O38YSCry76wfqS6g,7Tnpby7g-V8,"GOSTEI, O SENHOR ESTÁ CERTÍSSIMO, E &quot;ELES&quot; QUEREM É ISSO MESMO DESTRUIR NOSSA FÉ, O BRASIL, O BRASILEIRO PORQUÊ NÓS SOMOS MUITO RELIGIOSOS ACREDITAMOS EM &quot;DEUS NOSSO PAI JESUS CRISTO&quot; E EM &quot;NOSSA SENHORA MÃE DE DEUS&quot; A INTERCESSORA QUE NOS AJUDA NOS MOMENTOS MAIS DIFÍCEIS DE NOSSAS VIDAS TAMBÉM!! NÃO ADIANTA, &quot;ELES&quot; NÃO CONSEGUIRAM NADA COM ISSO!! ☝️☝️☝️🙏🙏🙏","GOSTEI, O SENHOR ESTÁ CERTÍSSIMO, E ""ELES"" QUEREM É ISSO MESMO DESTRUIR NOSSA FÉ, O BRASIL, O BRASILEIRO PORQUÊ NÓS SOMOS MUITO RELIGIOSOS ACREDITAMOS EM ""DEUS NOSSO PAI JESUS CRISTO"" E EM ""NOSSA SENHORA MÃE DE DEUS"" A INTERCESSORA QUE NOS AJUDA NOS MOMENTOS MAIS DIFÍCEIS DE NOSSAS VIDAS TAMBÉM!! NÃO ADIANTA, ""ELES"" NÃO CONSEGUIRAM NADA COM ISSO!! ☝️☝️☝️🙏🙏🙏",@telmaesperancabiral5809,https://yt3.ggpht.com/ytc/AIdro_kUtwyXOeVHsszOK0BmFVHFOwnLhK9nDJFzqY8mVGtf1tI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@telmaesperancabiral5809,{'value': 'UCvyMa4xAdJ8i3y0OxmLKu2A'},True,none,0,2024-05-06T01:28:40Z,2024-05-06T01:28:40Z
