video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,Ugyr9Gm9J9pIhZnSzQB4AaABAg.A33SJtIWGn7A33d_3aEXB5,@danielevieira6354,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=Ugyr9Gm9J9pIhZnSzQB4AaABAg.A33SJtIWGn7A33d_3aEXB5,2024-05-05T17:53:33Z,0,0,0,vd;;;;;,YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,vd;;;;;,vd;;;;;,Ugyr9Gm9J9pIhZnSzQB4AaABAg,@danielevieira6354,https://yt3.ggpht.com/ytc/AIdro_lV1VNZIPSO5YubQyiQ_0ructSolDz1_2QvroBqC9wh1E8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@danielevieira6354,{'value': 'UCW1zs6Bb5GySoqP2Crq49Lw'},True,none,0,2024-05-05T17:53:33Z,2024-05-05T17:53:33Z
