video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
Dj8NtzhgxCI,UgwtuxdVre7divdVQrd4AaABAg,@mariadelourdesgaldino8239,https://www.youtube.com/watch?v=Dj8NtzhgxCI&lc=UgwtuxdVre7divdVQrd4AaABAg,2024-02-06T18:22:35Z,1,0,0,TRAMBIQUEIRA ; USANDO DINHEIRO PÚBLICO; VADIA,YouTube,NEUTRAL,0,UCAo2oGJ4Nkm6sbuKjgAhusw,Dj8NtzhgxCI,TRAMBIQUEIRA ; USANDO DINHEIRO PÚBLICO; VADIA,TRAMBIQUEIRA ; USANDO DINHEIRO PÚBLICO; VADIA,@mariadelourdesgaldino8239,https://yt3.ggpht.com/ytc/AIdro_kgoiigofcMzsdn255W7-G-xf1bHmW46mF3Hm5Xaeo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mariadelourdesgaldino8239,{'value': 'UCgcyPVNFFTW23h2ROEAmbxg'},True,none,1,2024-02-06T18:22:35Z,2024-02-06T18:22:35Z
