video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
49mF3Sh3MF4,Ugzn2bNff3eAQYSm9IF4AaABAg,@user-ji1ee3ku9t,https://www.youtube.com/watch?v=49mF3Sh3MF4&lc=Ugzn2bNff3eAQYSm9IF4AaABAg,2024-05-05T12:11:52Z,0,0,0,",.ㅣ종현위꼬,.,.;",YouTube,NEUTRAL,0,UC0yw39DOcCOwyUj2uY8vbuA,49mF3Sh3MF4,",.ㅣ종현위꼬,.,.;",",.ㅣ종현위꼬,.,.;",@user-ji1ee3ku9t,https://yt3.ggpht.com/ytc/AIdro_ng3vdmQ70ckkEDn8ODXy01T1k4iclHBSOBC5Qal-YxKcB6AAI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-ji1ee3ku9t,{'value': 'UCY99PKwxCMzzFMiropAFq2Q'},True,none,0,2024-05-05T12:11:52Z,2024-05-05T12:11:52Z
