video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-ydDxF8XB0A,UgwrsUyz35wEaq9n6o94AaABAg,@thebadpeter,https://www.youtube.com/watch?v=-ydDxF8XB0A&lc=UgwrsUyz35wEaq9n6o94AaABAg,2024-05-09T21:07:44Z,3,0,0,Anitta&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Madonna,YouTube,NEUTRAL,0,UCY9kJOdqib5dCt1oQzRSTgw,-ydDxF8XB0A,Anitta&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Madonna,Anitta>>>>>>>>>>>>>>>>Madonna,@thebadpeter,https://yt3.ggpht.com/_o-UPsSk4CkWa7nq5z9yaKzK-sY8O-rGa-O7USz364X3RWlHC5QPB4Fk2IpUboVUdiTWwuekyA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@thebadpeter,{'value': 'UCqf1MDdEymI1bCwK5fRJ1iQ'},True,none,3,2024-05-09T21:07:44Z,2024-05-09T21:07:44Z
