video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
21KNyPKVX6M,UgzMz3fyr77EeK5K6Pt4AaABAg,@joasdavi693,https://www.youtube.com/watch?v=21KNyPKVX6M&lc=UgzMz3fyr77EeK5K6Pt4AaABAg,2024-04-30T05:54:34Z,0,0,0,❤❤❤❤,YouTube,NEUTRAL,0,UCsRfBAspa72ExrsN347W2xg,21KNyPKVX6M,❤❤❤❤,❤❤❤❤,@joasdavi693,https://yt3.ggpht.com/ytc/AIdro_mnHqUY0FTKsamoZjH0P9tQoBWlZXzGsND_80ZbUCQumHxnzproI3u1-WllQUnlU-r34g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@joasdavi693,{'value': 'UCZsrSi4-TEoXJt0J7_yjbcg'},True,none,0,2024-04-30T05:54:34Z,2024-04-30T05:54:34Z
