video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
Dj8NtzhgxCI,Ugwcmb4Aa-jNHsqHcdd4AaABAg,@jackelynnerimes5154,https://www.youtube.com/watch?v=Dj8NtzhgxCI&lc=Ugwcmb4Aa-jNHsqHcdd4AaABAg,2024-02-14T17:56:25Z,0,0,0,"Prostituição religiosa 1 reis <a href=""https://www.youtube.com/watch?v=Dj8NtzhgxCI&amp;t=864"">14:24</a>;15;12",YouTube,NEUTRAL,0,UCAo2oGJ4Nkm6sbuKjgAhusw,Dj8NtzhgxCI,"Prostituição religiosa 1 reis <a href=""https://www.youtube.com/watch?v=Dj8NtzhgxCI&amp;t=864"">14:24</a>;15;12",Prostituição religiosa 1 reis 14:24;15;12,@jackelynnerimes5154,https://yt3.ggpht.com/ytc/AIdro_lPW3OkkpORoRGDem_hToqRBk0WxR30DSWEO3G4gtxfd3gv=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@jackelynnerimes5154,{'value': 'UC93b_ftdoeSeYn7rBhul4rw'},True,none,0,2024-02-14T17:56:25Z,2024-02-14T17:56:25Z
