video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,UgzucIWaeLdqmFVbHaB4AaABAg.A33CgBP3YDhA33DrL7T-tU,@guilhermeferreirarj4032,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=UgzucIWaeLdqmFVbHaB4AaABAg.A33CgBP3YDhA33DrL7T-tU,2024-05-05T14:00:06Z,0,0,0,JESUS&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;MADONNA,YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,JESUS&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;MADONNA,JESUS>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>MADONNA,UgzucIWaeLdqmFVbHaB4AaABAg,@guilhermeferreirarj4032,https://yt3.ggpht.com/SVuoits3dSmHn1iazNETeZ5m-LvmvYKcEn2eP8EcTgFzquD2aaiaoTEDpLoSP85y7rXylzlXJd0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@guilhermeferreirarj4032,{'value': 'UCcnCdQ0gtzoIlG0V6bvmk4g'},True,none,0,2024-05-05T14:00:06Z,2024-05-05T14:00:06Z
