video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-9Ns1CUzFV0,UgznDUQODg0bBYB8jox4AaABAg.A34HeTHZ4ZeA35-iEsSBx6,@Beckford4000,https://www.youtube.com/watch?v=-9Ns1CUzFV0&lc=UgznDUQODg0bBYB8jox4AaABAg.A34HeTHZ4ZeA35-iEsSBx6,2024-05-06T06:35:00Z,5,0,0,"As a gay man, I utterly hate being referred to as a &quot;queen&quot;. Don&#39;t apply such terms to people until you are sure they are OK with it. You have no idea what that newsreader prefers, so don&#39;t call him a &quot;queen&quot; because you&#39;re creating stereotypes about an entire group of people.",YouTube,NEUTRAL,0,UCknLrEdhRCp1aegoMqRaCZg,-9Ns1CUzFV0,"As a gay man, I utterly hate being referred to as a &quot;queen&quot;. Don&#39;t apply such terms to people until you are sure they are OK with it. You have no idea what that newsreader prefers, so don&#39;t call him a &quot;queen&quot; because you&#39;re creating stereotypes about an entire group of people.","As a gay man, I utterly hate being referred to as a ""queen"". Don't apply such terms to people until you are sure they are OK with it. You have no idea what that newsreader prefers, so don't call him a ""queen"" because you're creating stereotypes about an entire group of people.",UgznDUQODg0bBYB8jox4AaABAg,@Beckford4000,https://yt3.ggpht.com/ytc/AIdro_lNoP9Bn_fjX5wg1SRI0mV91aFgNMOAztw5YZQOuW8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Beckford4000,{'value': 'UCiHZmUI6zFKreWC94Fmo0dQ'},True,none,5,2024-05-06T06:35:00Z,2024-05-06T06:35:00Z
