video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-ydDxF8XB0A,Ugx8zgEs0T9ySwCMrfx4AaABAg,@mariaoneterdias,https://www.youtube.com/watch?v=-ydDxF8XB0A&lc=Ugx8zgEs0T9ySwCMrfx4AaABAg,2024-05-10T09:45:41Z,0,0,0,Anitta&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Madonna,YouTube,NEUTRAL,0,UCY9kJOdqib5dCt1oQzRSTgw,-ydDxF8XB0A,Anitta&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Madonna,Anitta>>>>>>>>Madonna,@mariaoneterdias,https://yt3.ggpht.com/wLz1cEuYYvQJbFJ31-fqSBoLcWdOZ3Gqr5NQHLW3tw7ZqCnpTfNIi4WuzK5Lp2bbtle3WIDZ4w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mariaoneterdias,{'value': 'UCgCHIuASWWMjLBHca-2d56w'},True,none,0,2024-05-10T09:45:41Z,2024-05-10T09:45:41Z
