video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
bvVrBcFfQqM,UgzeX2-HJ_19BVpG54Z4AaABAg,@franciscosampaio6952,https://www.youtube.com/watch?v=bvVrBcFfQqM&lc=UgzeX2-HJ_19BVpG54Z4AaABAg,2024-05-03T02:27:20Z,12,0,0,"Eu acabei de ver um vídeo do Leão Lobo dizendo que a Madonna está reclamando de tudo aqui no Brasil, do barulho dos fãs, da falta de privacidade, e até do Sol! No quesito &quot;falta de privacidade&quot;, acho que foi por causa da Narcisa... É que do apartamento da Narcisa (que é no alto do prédio Chopin) dá pra ver a Suíte Presidencial que a Madonna está hospedada, e disseram que ela (Madonna) pediu pro Copacabana Palace colocar uns tapumes pra tapar a piscina da Suíte, mas não puseram... 😂😂😂",YouTube,NEUTRAL,0,UCVFp8BjPn_pdf83s9UkezaQ,bvVrBcFfQqM,"Eu acabei de ver um vídeo do Leão Lobo dizendo que a Madonna está reclamando de tudo aqui no Brasil, do barulho dos fãs, da falta de privacidade, e até do Sol! No quesito &quot;falta de privacidade&quot;, acho que foi por causa da Narcisa... É que do apartamento da Narcisa (que é no alto do prédio Chopin) dá pra ver a Suíte Presidencial que a Madonna está hospedada, e disseram que ela (Madonna) pediu pro Copacabana Palace colocar uns tapumes pra tapar a piscina da Suíte, mas não puseram... 😂😂😂","Eu acabei de ver um vídeo do Leão Lobo dizendo que a Madonna está reclamando de tudo aqui no Brasil, do barulho dos fãs, da falta de privacidade, e até do Sol! No quesito ""falta de privacidade"", acho que foi por causa da Narcisa... É que do apartamento da Narcisa (que é no alto do prédio Chopin) dá pra ver a Suíte Presidencial que a Madonna está hospedada, e disseram que ela (Madonna) pediu pro Copacabana Palace colocar uns tapumes pra tapar a piscina da Suíte, mas não puseram... 😂😂😂",@franciscosampaio6952,https://yt3.ggpht.com/I5YYbH_G9uXangy5IX90gqpVa1uqE1K7XlC_7vv7lstvXlg0UZaqw733-Tu-Q1nGZ46HuVHv=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@franciscosampaio6952,{'value': 'UChPWRVBtNUfaKyor7b-3JYQ'},True,none,12,2024-05-03T02:27:20Z,2024-05-03T02:27:20Z
