video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
AsgO_DuAlYE,Ugy531S2jymqXnG-XHt4AaABAg,@tupi-guaranitupi-guarani9332,https://www.youtube.com/watch?v=AsgO_DuAlYE&lc=Ugy531S2jymqXnG-XHt4AaABAg,2024-05-07T23:30:53Z,0,0,0,"O Rio de Janeiro continua lindo. Alô! Alô, Terezinha. Na Paes ...  Isso é Sub-Cultura da pior espécie. Um povo renega e relega a sua rica cultura em detrimento da indústria &quot;cultural&quot; é um povo digno de pena. <a href=""https://www.youtube.com/watch?v=AsgO_DuAlYE&amp;t=477"">07:57</a>",YouTube,NEUTRAL,0,UCIzAIM-zatIDHErC0Z23hbQ,AsgO_DuAlYE,"O Rio de Janeiro continua lindo. Alô! Alô, Terezinha. Na Paes ...  Isso é Sub-Cultura da pior espécie. Um povo renega e relega a sua rica cultura em detrimento da indústria &quot;cultural&quot; é um povo digno de pena. <a href=""https://www.youtube.com/watch?v=AsgO_DuAlYE&amp;t=477"">07:57</a>","O Rio de Janeiro continua lindo. Alô! Alô, Terezinha. Na Paes ...  Isso é Sub-Cultura da pior espécie. Um povo renega e relega a sua rica cultura em detrimento da indústria ""cultural"" é um povo digno de pena. 07:57",@tupi-guaranitupi-guarani9332,https://yt3.ggpht.com/ytc/AIdro_mHFihH2d1EJM0ihlI-n18upcjdhT3ZwVv7MJjteTM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tupi-guaranitupi-guarani9332,{'value': 'UCRrB0gOw58VXPoin8IVghDw'},True,none,0,2024-05-07T23:30:53Z,2024-05-07T23:32:49Z
