video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
1prfGW3Jh8s,Ugx56tdJjMjgm0klB4V4AaABAg,@rafaelevaldokowsky8390,https://www.youtube.com/watch?v=1prfGW3Jh8s&lc=Ugx56tdJjMjgm0klB4V4AaABAg,2024-05-06T17:35:29Z,0,0,0,"Partes da direita ficam olhando para a estrutura corporal sexy da Madonna, afirmando-a que é demoníaca. Porém, a cantora sempre foi rebelde dessa forma. O problema aí, como deixaram ocorrer esse show, diante da situação crítica do RJ, no caso da insegurança pública e financiado com dinheiro público? Lembrando que o atual Governo do RJ não é petista, e sim, de direita (bolsonarista). Aí não falam? Depois falam de política de Pão e Circo, muita hipocrisia. Inclui-se também, o que esses &quot;crentes de direita&quot; tem haver com Madonna? Se os próprios &quot;crentes&quot; fazem a mesma coisa como show da fé, &quot;pastores&quot; pede muito dinheiro as suas ovelhas, show de louvores pirotécnicos, show de expulsar demônios e pregações mal intencionadas, aí não é demoníaca?",YouTube,NEUTRAL,0,UCRy4GsY-DHfm9jJ9xF9bQ4A,1prfGW3Jh8s,"Partes da direita ficam olhando para a estrutura corporal sexy da Madonna, afirmando-a que é demoníaca. Porém, a cantora sempre foi rebelde dessa forma. O problema aí, como deixaram ocorrer esse show, diante da situação crítica do RJ, no caso da insegurança pública e financiado com dinheiro público? Lembrando que o atual Governo do RJ não é petista, e sim, de direita (bolsonarista). Aí não falam? Depois falam de política de Pão e Circo, muita hipocrisia. Inclui-se também, o que esses &quot;crentes de direita&quot; tem haver com Madonna? Se os próprios &quot;crentes&quot; fazem a mesma coisa como show da fé, &quot;pastores&quot; pede muito dinheiro as suas ovelhas, show de louvores pirotécnicos, show de expulsar demônios e pregações mal intencionadas, aí não é demoníaca?","Partes da direita ficam olhando para a estrutura corporal sexy da Madonna, afirmando-a que é demoníaca. Porém, a cantora sempre foi rebelde dessa forma. O problema aí, como deixaram ocorrer esse show, diante da situação crítica do RJ, no caso da insegurança pública e financiado com dinheiro público? Lembrando que o atual Governo do RJ não é petista, e sim, de direita (bolsonarista). Aí não falam? Depois falam de política de Pão e Circo, muita hipocrisia. Inclui-se também, o que esses ""crentes de direita"" tem haver com Madonna? Se os próprios ""crentes"" fazem a mesma coisa como show da fé, ""pastores"" pede muito dinheiro as suas ovelhas, show de louvores pirotécnicos, show de expulsar demônios e pregações mal intencionadas, aí não é demoníaca?",@rafaelevaldokowsky8390,https://yt3.ggpht.com/ytc/AIdro_nZjd1b_SPRe0cZ8tp6wgtnhiEiDi_DnyVcyFLuASs=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@rafaelevaldokowsky8390,{'value': 'UCujTQcDebLmMvAbGBWhOzCQ'},True,none,0,2024-05-06T17:35:29Z,2024-05-06T17:37:09Z
