video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
-ydDxF8XB0A,UgyoVpJRXg-YKvG9O6l4AaABAg,@lucinhaXavier-sd1wc,https://www.youtube.com/watch?v=-ydDxF8XB0A&lc=UgyoVpJRXg-YKvG9O6l4AaABAg,2024-05-09T09:50:37Z,0,0,0,Eles fala fala e não mostra o vídeo;-;,YouTube,NEUTRAL,0,UCY9kJOdqib5dCt1oQzRSTgw,-ydDxF8XB0A,Eles fala fala e não mostra o vídeo;-;,Eles fala fala e não mostra o vídeo;-;,@lucinhaXavier-sd1wc,https://yt3.ggpht.com/NPCMebUIVBK-ZGZI7cwNqt-4VvDqWkG_3B5cbU65YyP_0HDfpBewA5469dk8xMOEPTxJqlY7oA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@lucinhaXavier-sd1wc,{'value': 'UCx95oheIWPwtQuR3yOuxQDQ'},True,none,0,2024-05-09T09:50:37Z,2024-05-09T09:50:37Z
