video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
035lzTTP9gE,UgxwsPmX_xgHU_7dQu54AaABAg.A33fql2LDhmA3R1CqFm2s7,@DelDuca07,https://www.youtube.com/watch?v=035lzTTP9gE&lc=UgxwsPmX_xgHU_7dQu54AaABAg.A33fql2LDhmA3R1CqFm2s7,2024-05-14T19:51:21Z,0,0,0,"Não só como ministro, como &#39;omem&#39;, como cidadão (montanha da Odebrecht); corrupto",YouTube,NEUTRAL,0,UC9T0ZAarQHL4cJGFzORVsFg,035lzTTP9gE,"Não só como ministro, como &#39;omem&#39;, como cidadão (montanha da Odebrecht); corrupto","Não só como ministro, como 'omem', como cidadão (montanha da Odebrecht); corrupto",UgxwsPmX_xgHU_7dQu54AaABAg,@DelDuca07,https://yt3.ggpht.com/ytc/AIdro_nbdDQK-CWYWAX0V6SYimHoKMR5RjAnY0jtFOJPdSRa75M=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@DelDuca07,{'value': 'UCCgq3GWP_BBJS39oXH-dqSA'},True,none,0,2024-05-14T19:51:21Z,2024-05-14T19:51:21Z
