video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
byNcjS6yOOw,UgySaTZJ-1XVG36yxWd4AaABAg,@selettocolchoes4341,https://www.youtube.com/watch?v=byNcjS6yOOw&lc=UgySaTZJ-1XVG36yxWd4AaABAg,2024-05-07T18:35:24Z,0,0,0,"@andersonpregador      Rio de Janeiro, praia de Copacabana; o ano era 2013. E nessa data o Papa Francisco e mais de 3 milhões de jovens celebravam o encontro da Jornada Mundial da Juventude. E agora em 2024, no mesmo local, o encardido manda sua &quot;estrela&quot; satânica tentar derrubar as bênçãos derramadas por Deus ao nosso país. Mas Deus é maior e nossa fé não deixará vingar a heresia propagada por ela.",YouTube,NEUTRAL,0,UCujutKwW-uS5t1wPattHnfA,byNcjS6yOOw,"@andersonpregador      Rio de Janeiro, praia de Copacabana; o ano era 2013. E nessa data o Papa Francisco e mais de 3 milhões de jovens celebravam o encontro da Jornada Mundial da Juventude. E agora em 2024, no mesmo local, o encardido manda sua &quot;estrela&quot; satânica tentar derrubar as bênçãos derramadas por Deus ao nosso país. Mas Deus é maior e nossa fé não deixará vingar a heresia propagada por ela.","@andersonpregador      Rio de Janeiro, praia de Copacabana; o ano era 2013. E nessa data o Papa Francisco e mais de 3 milhões de jovens celebravam o encontro da Jornada Mundial da Juventude. E agora em 2024, no mesmo local, o encardido manda sua ""estrela"" satânica tentar derrubar as bênçãos derramadas por Deus ao nosso país. Mas Deus é maior e nossa fé não deixará vingar a heresia propagada por ela.",@selettocolchoes4341,https://yt3.ggpht.com/ytc/AIdro_mJTL67DasotagaqOiClLXK6PJHvRlrVeksVp8s0tqVoKE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@selettocolchoes4341,{'value': 'UC-nYPs0KZsjOUne9LCzWa6g'},True,none,0,2024-05-07T18:35:24Z,2024-05-07T18:35:24Z
