video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
d651DJOPhio,UgyWFTjiGQAsrpyoLah4AaABAg,@beteal1,https://www.youtube.com/watch?v=d651DJOPhio&lc=UgyWFTjiGQAsrpyoLah4AaABAg,2024-05-05T17:13:06Z,0,0,0,She&#39;s QUEEN❤,YouTube,NEUTRAL,0,UCorruoVYwGGyND4SZVtrVDQ,d651DJOPhio,She&#39;s QUEEN❤,She's QUEEN❤,@beteal1,https://yt3.ggpht.com/ytc/AIdro_kfY5X9hcnnpEypoZtWskCnDnXcw5BYuflSQSnx3biAeZaU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@beteal1,{'value': 'UCtda9UznJeaEWXvPcSBxleA'},True,none,0,2024-05-05T17:13:06Z,2024-05-05T17:13:06Z
