video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
3Lq_zMoT1LU,UgyNmgiSOKVR1XpFs114AaABAg,@ismaelstn,https://www.youtube.com/watch?v=3Lq_zMoT1LU&lc=UgyNmgiSOKVR1XpFs114AaABAg,2024-05-06T20:50:10Z,1,0,0,"Moro em porto alegre e confirmo a gravidade da situação. Nossas autoridades não estão preparadas pra dar conta de tanta demanda. Cenário pós apocalíptico! Corpos de animais e pessoas sendo levados pela correnteza. Em todas as cidades tem grupos de salvamento feito por civis.   Igrejas, ctg&#39;s e escolas abrigando o povo. Apesar de tudo o povo está unido, para salvar, hospedar, alimentar e acolher os afetados, cada um ajudando da forma que pode mas todos envolvidos. Apesar de eu acreditar no trabalho do nosso governador, não podemos esperar e depender do governo, pois o sistema é falho!",YouTube,NEUTRAL,0,UCOOCeqi5txwviDZ4M5W9QSg,3Lq_zMoT1LU,"Moro em porto alegre e confirmo a gravidade da situação. Nossas autoridades não estão preparadas pra dar conta de tanta demanda. Cenário pós apocalíptico! Corpos de animais e pessoas sendo levados pela correnteza. Em todas as cidades tem grupos de salvamento feito por civis.   Igrejas, ctg&#39;s e escolas abrigando o povo. Apesar de tudo o povo está unido, para salvar, hospedar, alimentar e acolher os afetados, cada um ajudando da forma que pode mas todos envolvidos. Apesar de eu acreditar no trabalho do nosso governador, não podemos esperar e depender do governo, pois o sistema é falho!","Moro em porto alegre e confirmo a gravidade da situação. Nossas autoridades não estão preparadas pra dar conta de tanta demanda. Cenário pós apocalíptico! Corpos de animais e pessoas sendo levados pela correnteza. Em todas as cidades tem grupos de salvamento feito por civis.   Igrejas, ctg's e escolas abrigando o povo. Apesar de tudo o povo está unido, para salvar, hospedar, alimentar e acolher os afetados, cada um ajudando da forma que pode mas todos envolvidos. Apesar de eu acreditar no trabalho do nosso governador, não podemos esperar e depender do governo, pois o sistema é falho!",@ismaelstn,https://yt3.ggpht.com/ytc/AIdro_kCx0k3g5qIEIt0Vj6atQx4mquzob4WgxoSBM9KOEFW8c0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ismaelstn,{'value': 'UCjrZQjWyTWmmUEUOpUIVclQ'},True,none,1,2024-05-06T20:50:10Z,2024-05-06T20:50:10Z
