video_id,comment_id,author,url,date,likes,shares,comments,content,service,sentiment,engagement,channelId,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
b_FrPryVsm8,UgxX_gZuKqKWY1GTZjd4AaABAg.A36dGmhLYSrA36k6N9OhcA,@marciajuremadeassispereira4517,https://www.youtube.com/watch?v=b_FrPryVsm8&lc=UgxX_gZuKqKWY1GTZjd4AaABAg.A36dGmhLYSrA36k6N9OhcA,2024-05-06T22:48:22Z,1,0,0,Aqui em casa se lembraram também da &quot;arte&quot; de  MC Pipokinha e na música/dança &quot;Bate c_&quot; na reunião do ministério da Saúde . 🤦🏾,YouTube,NEUTRAL,0,UCLmvyoJW1wJlKY-l1KguCSw,b_FrPryVsm8,Aqui em casa se lembraram também da &quot;arte&quot; de  MC Pipokinha e na música/dança &quot;Bate c_&quot; na reunião do ministério da Saúde . 🤦🏾,"Aqui em casa se lembraram também da ""arte"" de  MC Pipokinha e na música/dança ""Bate c_"" na reunião do ministério da Saúde . 🤦🏾",UgxX_gZuKqKWY1GTZjd4AaABAg,@marciajuremadeassispereira4517,https://yt3.ggpht.com/ytc/AIdro_n0cgHTuPIQg6WhG54cSijb5Vlh3DvAH7IA5--LQr6YxYdP=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@marciajuremadeassispereira4517,{'value': 'UCUuZRt9iNhoL-52xfMgVFcg'},True,none,1,2024-05-06T22:48:22Z,2024-05-06T22:48:22Z
